sentence,len
"'Well, I can't show it you myself,' the Mock Turtle said: 'I'm too stiff.",73
And the Gryphon never learnt it.',33
"'Hadn't time,' said the Gryphon: 'I went to the Classics master, though.",72
"He was an old crab, HE was.'",28
"'I never went to him,' the Mock Turtle said with a sigh: 'he taught Laughing and Grief, they used to say.'",106
"'So he did, so he did,' said the Gryphon, sighing in his turn; and both creatures hid their faces in their paws.",112
'And how many hours a day did you do lessons?',46
"said Alice, in a hurry to change the subject.",45
"'Ten hours the first day,' said the Mock Turtle: 'nine the next, and so on.'",76
'What a curious plan!',22
exclaimed Alice.,16
"'That's the reason they're called lessons,' the Gryphon remarked: 'because they lessen from day to day.'",104
"This was quite a new idea to Alice, and she thought it over a little before she made her next remark.",101
'Then the eleventh day must have been a holiday?',49
"'Of course it was,' said the Mock Turtle.",41
'And how did you manage on the twelfth?',40
Alice went on eagerly.,22
"'That's enough about lessons,' the Gryphon interrupted in a very decided tone: 'tell her something about the games now.'",120
CHAPTER X.,10
"The Lobster Quadrille  The Mock Turtle sighed deeply, and drew the back of one flapper across his eyes.",103
"He looked at Alice, and tried to speak, but for a minute or two sobs choked his voice.",86
"'Same as if he had a bone in his throat,' said the Gryphon: and it set to work shaking him and punching him in the back.",120
"At last the Mock Turtle recovered his voice, and, with tears running down his cheeks, he went on again:--  'You may not have lived much under the sea--' ('I haven't,' said Alice)--'and perhaps you were never even introduced to a lobster--' (Alice began to say 'I once tasted--' but checked herself hastily, and said 'No, never') '--so you can have no idea what a delightful thing a Lobster Quadrille is!'",404
"'No, indeed,' said Alice.",25
'What sort of a dance is it?',29
"'Why,' said the Gryphon, 'you first form into a line along the sea-shore--'  'Two lines!'",89
cried the Mock Turtle.,22
"'Seals, turtles, salmon, and so on; then, when you've cleared all the jelly-fish out of the way--'  'THAT generally takes some time,' interrupted the Gryphon.  '",161
--you advance twice--'  'Each with a lobster as a partner!',59
cried the Gryphon.,18
"'Of course,' the Mock Turtle said: 'advance twice, set to partners--'  '--change lobsters, and retire in same order,' continued the Gryphon.",140
"'Then, you know,' the Mock Turtle went on, 'you throw the--'  'The lobsters!'",77
"shouted the Gryphon, with a bound into the air.  '",50
--as far out to sea as you can--'  'Swim after them!',53
screamed the Gryphon.,21
'Turn a somersault in the sea!',31
"cried the Mock Turtle, capering wildly about.",45
'Change lobsters again!',24
yelled the Gryphon at the top of its voice.,43
"'Back to land again, and that's all the first figure,' said the Mock Turtle, suddenly dropping his voice; and the two creatures, who had been jumping about like mad things all this time, sat down again very sadly and quietly, and looked at Alice.",246
"'It must be a very pretty dance,' said Alice timidly.",53
'Would you like to see a little of it?',39
said the Mock Turtle.,21
"'Very much indeed,' said Alice.",31
"'Come, let's try the first figure!'",35
said the Mock Turtle to the Gryphon.,36
"'We can do without lobsters, you know.",38
Which shall sing?',18
"'Oh, YOU sing,' said the Gryphon.",33
'I've forgotten the words.',27
"So they began solemnly dancing round and round Alice, every now and then treading on her toes when they passed too close, and waving their forepaws to mark the time, while the Mock Turtle sang this, very slowly and sadly:--   '""Will you walk a little faster?""",259
said a whiting to a snail.,26
"""There's a porpoise close behind us, and he's treading on my tail.",66
See how eagerly the lobsters and the turtles all advance!,57
They are waiting on the shingle--will you come and join the dance?,66
"Will you, won't you, will you, won't you, will you join the dance?",66
"Will you, won't you, will you, won't you, won't you join the dance?",67
"""You can really have no notion how delightful it will be  When they take us up and throw us, with the lobsters, out to sea!""",124
"But the snail replied ""Too far, too far!""",41
"and gave a look askance--  Said he thanked the whiting kindly, but he would not join the dance.",95
"Would not, could not, would not, could not, would not join the dance.",69
"Would not, could not, would not, could not, could not join the dance.",69
"'""What matters it how far we go?""",33
his scaly friend replied.,25
"""There is another shore, you know, upon the other side.",55
"The further off from England the nearer is to France--  Then turn not pale, beloved snail, but come and join the dance.",119
"Will you, won't you, will you, won't you, will you join the dance?",66
"Will you, won't you, will you, won't you, won't you join the dance?""'",69
"'Thank you, it's a very interesting dance to watch,' said Alice, feeling very glad that it was over at last: 'and I do so like that curious song about the whiting!'",164
"'Oh, as to the whiting,' said the Mock Turtle, 'they--you've seen them, of course?'",83
"'Yes,' said Alice, 'I've often seen them at dinn--' she checked herself hastily.",80
"'I don't know where Dinn may be,' said the Mock Turtle, 'but if you've seen them so often, of course you know what they're like.'",129
"'I believe so,' Alice replied thoughtfully.",43
'They have their tails in their mouths--and they're all over crumbs.',69
"'You're wrong about the crumbs,' said the Mock Turtle: 'crumbs would all wash off in the sea.",93
"But they HAVE their tails in their mouths; and the reason is--' here the Mock Turtle yawned and shut his eyes.--'Tell her about the reason and all that,' he said to the Gryphon.",177
"'The reason is,' said the Gryphon, 'that they WOULD go with the lobsters to the dance.",86
So they got thrown out to sea.,30
So they had to fall a long way.,31
So they got their tails fast in their mouths.,45
So they couldn't get them out again.,36
That's all.',12
"'Thank you,' said Alice, 'it's very interesting.",48
I never knew so much about a whiting before.',45
"'I can tell you more than that, if you like,' said the Gryphon.",63
'Do you know why it's called a whiting?',40
"'I never thought about it,' said Alice.",39
'Why?',6
'IT DOES THE BOOTS AND SHOES.',30
the Gryphon replied very solemnly.,34
Alice was thoroughly puzzled.,29
'Does the boots and shoes!',27
she repeated in a wondering tone.,33
"'Why, what are YOUR shoes done with?'",37
said the Gryphon.,17
"'I mean, what makes them so shiny?'",35
"Alice looked down at them, and considered a little before she gave her answer.",78
"'They're done with blacking, I believe.'",40
"'Boots and shoes under the sea,' the Gryphon went on in a deep voice, 'are done with a whiting.",95
Now you know.',14
'And what are they made of?',28
Alice asked in a tone of great curiosity.,41
"'Soles and eels, of course,' the Gryphon replied rather impatiently: 'any shrimp could have told you that.'",107
"'If I'd been the whiting,' said Alice, whose thoughts were still running on the song, 'I'd have said to the porpoise, ""Keep back, please: we don't want YOU with us!""'",166
"'They were obliged to have him with them,' the Mock Turtle said: 'no wise fish would go anywhere without a porpoise.'",117
'Wouldn't it really?',21
said Alice in a tone of great surprise.,39
"'Of course not,' said the Mock Turtle: 'why, if a fish came to ME, and told me he was going a journey, I should say ""With what porpoise?""'",138
"'Don't you mean ""purpose""?'",27
said Alice.,11
"'I mean what I say,' the Mock Turtle replied in an offended tone.",65
"And the Gryphon added 'Come, let's hear some of YOUR adventures.'",65
"'I could tell you my adventures--beginning from this morning,' said Alice a little timidly: 'but it's no use going back to yesterday, because I was a different person then.'",173
"'Explain all that,' said the Mock Turtle.",41
"'No, no!",8
"The adventures first,' said the Gryphon in an impatient tone: 'explanations take such a dreadful time.'",103
So Alice began telling them her adventures from the time when she first saw the White Rabbit.,93
"She was a little nervous about it just at first, the two creatures got so close to her, one on each side, and opened their eyes and mouths so VERY wide, but she gained courage as she went on.",191
"Her listeners were perfectly quiet till she got to the part about her repeating 'YOU ARE OLD, FATHER WILLIAM,' to the Caterpillar, and the words all coming different, and then the Mock Turtle drew a long breath, and said 'That's very curious.'",243
"'It's all about as curious as it can be,' said the Gryphon.",59
'It all came different!',24
the Mock Turtle repeated thoughtfully.,38
'I should like to hear her try and repeat something now.,56
Tell her to begin.',19
He looked at the Gryphon as if he thought it had some kind of authority over Alice.,83
"'Stand up and repeat ""'TIS THE VOICE OF THE SLUGGARD,""' said the Gryphon.",73
"'How the creatures order one about, and make one repeat lessons!'",65
thought Alice; 'I might as well be at school at once.',54
"However, she got up, and began to repeat it, but her head was so full of the Lobster Quadrille, that she hardly knew what she was saying, and the words came very queer indeed:--    ''Tis the voice of the Lobster; I heard him declare,   ""You have baked me too brown, I must sugar my hair.""",288
"As a duck with its eyelids, so he with his nose   Trims his belt and his buttons, and turns out his toes.'",106
"[later editions continued as follows   When the sands are all dry, he is gay as a lark,   And will talk in contemptuous tones of the Shark,   But, when the tide rises and sharks are around,   His voice has a timid and tremulous sound.]",235
"'That's different from what I used to say when I was a child,' said the Gryphon.",80
"'Well, I never heard it before,' said the Mock Turtle; 'but it sounds uncommon nonsense.'",89
"Alice said nothing; she had sat down with her face in her hands, wondering if anything would EVER happen in a natural way again.",128
"'I should like to have it explained,' said the Mock Turtle.",59
"'She can't explain it,' said the Gryphon hastily.",49
'Go on with the next verse.',28
'But about his toes?',21
the Mock Turtle persisted.,26
"'How COULD he turn them out with his nose, you know?'",53
'It's the first position in dancing.',37
"Alice said; but was dreadfully puzzled by the whole thing, and longed to change the subject.",92
"'Go on with the next verse,' the Gryphon repeated impatiently: 'it begins ""I passed by his garden.""'",100
"Alice did not dare to disobey, though she felt sure it would all come wrong, and she went on in a trembling voice:--    'I passed by his garden, and marked, with one eye,   How the Owl and the Panther were sharing a pie--'      [later editions continued as follows   The Panther took pie-crust, and gravy, and meat,   While the Owl had the dish as its share of the treat.",371
"When the pie was all finished, the Owl, as a boon,   Was kindly permitted to pocket the spoon:   While the Panther received knife and fork with a growl,   And concluded the banquet--]  'What IS the use of repeating all that stuff,' the Mock Turtle interrupted, 'if you don't explain it as you go on?",299
It's by far the most confusing thing I ever heard!',51
"'Yes, I think you'd better leave off,' said the Gryphon: and Alice was only too glad to do so.",94
'Shall we try another figure of the Lobster Quadrille?',55
the Gryphon went on.,20
'Or would you like the Mock Turtle to sing you a song?',55
"'Oh, a song, please, if the Mock Turtle would be so kind,' Alice replied, so eagerly that the Gryphon said, in a rather offended tone, 'Hm!",139
No accounting for tastes!,25
"Sing her ""Turtle Soup,"" will you, old fellow?'",46
"The Mock Turtle sighed deeply, and began, in a voice sometimes choked with sobs, to sing this:--     'Beautiful Soup, so rich and green,    Waiting in a hot tureen!",164
Who for such dainties would not stoop?,38
"Soup of the evening, beautiful Soup!",36
"Soup of the evening, beautiful Soup!",36
Beau--ootiful Soo--oop!,23
Beau--ootiful Soo--oop!,23
"Soo--oop of the e--e--evening,      Beautiful, beautiful Soup!",62
'Beautiful Soup!,16
"Who cares for fish,    Game, or any other dish?",47
Who would not give all else for two    Pennyworth only of beautiful Soup?,73
Pennyworth only of beautiful Soup?,34
Beau--ootiful Soo--oop!,23
Beau--ootiful Soo--oop!,23
"Soo--oop of the e--e--evening,      Beautiful, beauti--FUL SOUP!'",65
'Chorus again!',15
"cried the Gryphon, and the Mock Turtle had just begun to repeat it, when a cry of 'The trial's beginning!'",106
was heard in the distance.,26
'Come on!',10
"cried the Gryphon, and, taking Alice by the hand, it hurried off, without waiting for the end of the song.",106
'What trial is it?',19
Alice panted as she ran; but the Gryphon only answered 'Come on!',65
"and ran the faster, while more and more faintly came, carried on the breeze that followed them, the melancholy words:--     'Soo--oop of the e--e--evening,      Beautiful, beautiful Soup!'",188
CHAPTER XI.,11
Who Stole the Tarts?,20
"The King and Queen of Hearts were seated on their throne when they arrived, with a great crowd assembled about them--all sorts of little birds and beasts, as well as the whole pack of cards: the Knave was standing before them, in chains, with a soldier on each side to guard him; and near the King was the White Rabbit, with a trumpet in one hand, and a scroll of parchment in the other.",387
"In the very middle of the court was a table, with a large dish of tarts upon it: they looked so good, that it made Alice quite hungry to look at them--'I wish they'd get the trial done,' she thought, 'and hand round the refreshments!'",234
"But there seemed to be no chance of this, so she began looking at everything about her, to pass away the time.",110
"Alice had never been in a court of justice before, but she had read about them in books, and she was quite pleased to find that she knew the name of nearly everything there.",173
"'That's the judge,' she said to herself, 'because of his great wig.'",68
"The judge, by the way, was the King; and as he wore his crown over the wig, (look at the frontispiece if you want to see how he did it,) he did not look at all comfortable, and it was certainly not becoming.",207
"'And that's the jury-box,' thought Alice, 'and those twelve creatures,' (she was obliged to say 'creatures,' you see, because some of them were animals, and some were birds,) 'I suppose they are the jurors.'",207
"She said this last word two or three times over to herself, being rather proud of it: for she thought, and rightly too, that very few little girls of her age knew the meaning of it at all.",188
"However, 'jury-men' would have done just as well.",49
The twelve jurors were all writing very busily on slates.,57
'What are they doing?',22
Alice whispered to the Gryphon.,31
"'They can't have anything to put down yet, before the trial's begun.'",69
"'They're putting down their names,' the Gryphon whispered in reply, 'for fear they should forget them before the end of the trial.'",131
'Stupid things!',16
"Alice began in a loud, indignant voice, but she stopped hastily, for the White Rabbit cried out, 'Silence in the court!'",120
"and the King put on his spectacles and looked anxiously round, to make out who was talking.",91
"Alice could see, as well as if she were looking over their shoulders, that all the jurors were writing down 'stupid things!'",124
"on their slates, and she could even make out that one of them didn't know how to spell 'stupid,' and that he had to ask his neighbour to tell him.",146
'A nice muddle their slates'll be in before the trial's over!',62
thought Alice.,14
One of the jurors had a pencil that squeaked.,45
"This of course, Alice could not stand, and she went round the court and got behind him, and very soon found an opportunity of taking it away.",141
"She did it so quickly that the poor little juror (it was Bill, the Lizard) could not make out at all what had become of it; so, after hunting all about for it, he was obliged to write with one finger for the rest of the day; and this was of very little use, as it left no mark on the slate.",290
"'Herald, read the accusation!'",30
said the King.,14
"On this the White Rabbit blew three blasts on the trumpet, and then unrolled the parchment scroll, and read as follows:--     'The Queen of Hearts, she made some tarts,       All on a summer day:     The Knave of Hearts, he stole those tarts,       And took them quite away!'",275
"'Consider your verdict,' the King said to the jury.",51
"'Not yet, not yet!'",19
the Rabbit hastily interrupted.,31
'There's a great deal to come before that!',43
"'Call the first witness,' said the King; and the White Rabbit blew three blasts on the trumpet, and called out, 'First witness!'",128
The first witness was the Hatter.,33
He came in with a teacup in one hand and a piece of bread-and-butter in the other.,82
"'I beg pardon, your Majesty,' he began, 'for bringing these in: but I hadn't quite finished my tea when I was sent for.'",120
"'You ought to have finished,' said the King.",44
'When did you begin?',21
"The Hatter looked at the March Hare, who had followed him into the court, arm-in-arm with the Dormouse.",103
"'Fourteenth of March, I think it was,' he said.",47
"'Fifteenth,' said the March Hare.",33
"'Sixteenth,' added the Dormouse.",32
"'Write that down,' the King said to the jury, and the jury eagerly wrote down all three dates on their slates, and then added them up, and reduced the answer to shillings and pence.",181
"'Take off your hat,' the King said to the Hatter.",49
"'It isn't mine,' said the Hatter.",33
'Stolen!',9
"the King exclaimed, turning to the jury, who instantly made a memorandum of the fact.",85
"'I keep them to sell,' the Hatter added as an explanation; 'I've none of my own.",80
I'm a hatter.',14
"Here the Queen put on her spectacles, and began staring at the Hatter, who turned pale and fidgeted.",100
"'Give your evidence,' said the King; 'and don't be nervous, or I'll have you executed on the spot.'",99
"This did not seem to encourage the witness at all: he kept shifting from one foot to the other, looking uneasily at the Queen, and in his confusion he bit a large piece out of his teacup instead of the bread-and-butter.",219
"Just at this moment Alice felt a very curious sensation, which puzzled her a good deal until she made out what it was: she was beginning to grow larger again, and she thought at first she would get up and leave the court; but on second thoughts she decided to remain where she was as long as there was room for her.",315
'I wish you wouldn't squeeze so.',33
"said the Dormouse, who was sitting next to her.",47
'I can hardly breathe.',23
"'I can't help it,' said Alice very meekly: 'I'm growing.'",57
"'You've no right to grow here,' said the Dormouse.",50
"'Don't talk nonsense,' said Alice more boldly: 'you know you're growing too.'",77
"'Yes, but I grow at a reasonable pace,' said the Dormouse: 'not in that ridiculous fashion.'",92
And he got up very sulkily and crossed over to the other side of the court.,75
"All this time the Queen had never left off staring at the Hatter, and, just as the Dormouse crossed the court, she said to one of the officers of the court, 'Bring me the list of the singers in the last concert!'",212
"on which the wretched Hatter trembled so, that he shook both his shoes off.",75
"'Give your evidence,' the King repeated angrily, 'or I'll have you executed, whether you're nervous or not.'",108
"'I'm a poor man, your Majesty,' the Hatter began, in a trembling voice, '--and I hadn't begun my tea--not above a week or so--and what with the bread-and-butter getting so thin--and the twinkling of the tea--'  'The twinkling of the what?'",239
said the King.,14
"'It began with the tea,' the Hatter replied.",44
'Of course twinkling begins with a T!',38
said the King sharply.,22
'Do you take me for a dunce?,28
Go on!',7
"'I'm a poor man,' the Hatter went on, 'and most things twinkled after that--only the March Hare said--'  'I didn't!'",116
the March Hare interrupted in a great hurry.,44
'You did!',10
said the Hatter.,16
'I deny it!',12
said the March Hare.,20
"'He denies it,' said the King: 'leave out that part.'",53
"'Well, at any rate, the Dormouse said--' the Hatter went on, looking anxiously round to see if he would deny it too: but the Dormouse denied nothing, being fast asleep.",168
"'After that,' continued the Hatter, 'I cut some more bread-and-butter--'  'But what did the Dormouse say?'",106
one of the jury asked.,22
"'That I can't remember,' said the Hatter.",41
"'You MUST remember,' remarked the King, 'or I'll have you executed.'",68
"The miserable Hatter dropped his teacup and bread-and-butter, and went down on one knee.",88
"'I'm a poor man, your Majesty,' he began.",41
"'You're a very poor speaker,' said the King.",44
"Here one of the guinea-pigs cheered, and was immediately suppressed by the officers of the court.",97
"(As that is rather a hard word, I will just explain to you how it was done.",75
"They had a large canvas bag, which tied up at the mouth with strings: into this they slipped the guinea-pig, head first, and then sat upon it.)",143
"'I'm glad I've seen that done,' thought Alice.",46
"'I've so often read in the newspapers, at the end of trials, ""There was some attempts at applause, which was immediately suppressed by the officers of the court,"" and I never understood what it meant till now.'",210
"'If that's all you know about it, you may stand down,' continued the King.",74
"'I can't go no lower,' said the Hatter: 'I'm on the floor, as it is.'",69
"'Then you may SIT down,' the King replied.",42
"Here the other guinea-pig cheered, and was suppressed.",54
"'Come, that finished the guinea-pigs!'",38
thought Alice.,14
'Now we shall get on better.',29
"'I'd rather finish my tea,' said the Hatter, with an anxious look at the Queen, who was reading the list of singers.",116
"'You may go,' said the King, and the Hatter hurriedly left the court, without even waiting to put his shoes on.  '",114
"--and just take his head off outside,' the Queen added to one of the officers: but the Hatter was out of sight before the officer could get to the door.",152
'Call the next witness!',24
said the King.,14
The next witness was the Duchess's cook.,40
"She carried the pepper-box in her hand, and Alice guessed who it was, even before she got into the court, by the way the people near the door began sneezing all at once.",169
"'Give your evidence,' said the King.",36
"'Shan't,' said the cook.",24
"The King looked anxiously at the White Rabbit, who said in a low voice, 'Your Majesty must cross-examine THIS witness.'",119
"'Well, if I must, I must,' the King said, with a melancholy air, and, after folding his arms and frowning at the cook till his eyes were nearly out of sight, he said in a deep voice, 'What are tarts made of?'",208
"'Pepper, mostly,' said the cook.",32
"'Treacle,' said a sleepy voice behind her.",42
"'Collar that Dormouse,' the Queen shrieked out.",47
'Behead that Dormouse!,22
Turn that Dormouse out of court!,32
Suppress him!,13
Pinch him!,10
Off with his whiskers!',23
"For some minutes the whole court was in confusion, getting the Dormouse turned out, and, by the time they had settled down again, the cook had disappeared.",155
'Never mind!',13
"said the King, with an air of great relief.",43
'Call the next witness.',24
"And he added in an undertone to the Queen, 'Really, my dear, YOU must cross-examine the next witness.",101
It quite makes my forehead ache!',33
"Alice watched the White Rabbit as he fumbled over the list, feeling very curious to see what the next witness would be like, '--for they haven't got much evidence YET,' she said to herself.",189
"Imagine her surprise, when the White Rabbit read out, at the top of his shrill little voice, the name 'Alice!'",110
CHAPTER XII.,12
Alice's Evidence   'Here!',26
"cried Alice, quite forgetting in the flurry of the moment how large she had grown in the last few minutes, and she jumped up in such a hurry that she tipped over the jury-box with the edge of her skirt, upsetting all the jurymen on to the heads of the crowd below, and there they lay sprawling about, reminding her very much of a globe of goldfish she had accidentally upset the week before.",391
"'Oh, I BEG your pardon!'",24
"she exclaimed in a tone of great dismay, and began picking them up again as quickly as she could, for the accident of the goldfish kept running in her head, and she had a vague sort of idea that they must be collected at once and put back into the jury-box, or they would die.",276
"'The trial cannot proceed,' said the King in a very grave voice, 'until all the jurymen are back in their proper places--ALL,' he repeated with great emphasis, looking hard at Alice as he said do.",196
"Alice looked at the jury-box, and saw that, in her haste, she had put the Lizard in head downwards, and the poor little thing was waving its tail about in a melancholy way, being quite unable to move.",200
"She soon got it out again, and put it right; 'not that it signifies much,' she said to herself; 'I should think it would be QUITE as much use in the trial one way up as the other.'",180
"As soon as the jury had a little recovered from the shock of being upset, and their slates and pencils had been found and handed back to them, they set to work very diligently to write out a history of the accident, all except the Lizard, who seemed too much overcome to do anything but sit with its mouth open, gazing up into the roof of the court.",349
'What do you know about this business?',39
the King said to Alice.,23
"'Nothing,' said Alice.",22
'Nothing WHATEVER?',19
persisted the King.,19
"'Nothing whatever,' said Alice.",31
"'That's very important,' the King said, turning to the jury.",60
"They were just beginning to write this down on their slates, when the White Rabbit interrupted: 'UNimportant, your Majesty means, of course,' he said in a very respectful tone, but frowning and making faces at him as he spoke.",226
"'UNimportant, of course, I meant,' the King hastily said, and went on to himself in an undertone,  'important--unimportant--unimportant--important--' as if he were trying which word sounded best.",195
"Some of the jury wrote it down 'important,' and some 'unimportant.'",67
"Alice could see this, as she was near enough to look over their slates; 'but it doesn't matter a bit,' she thought to herself.",126
"At this moment the King, who had been for some time busily writing in his note-book, cackled out 'Silence!'",107
"and read out from his book, 'Rule Forty-two.",44
ALL PERSONS MORE THAN A MILE HIGH TO LEAVE THE COURT.',54
Everybody looked at Alice.,26
"'I'M not a mile high,' said Alice.",34
"'You are,' said the King.",25
"'Nearly two miles high,' added the Queen.",41
"'Well, I shan't go, at any rate,' said Alice: 'besides, that's not a regular rule: you invented it just now.'",109
"'It's the oldest rule in the book,' said the King.",50
"'Then it ought to be Number One,' said Alice.",45
"The King turned pale, and shut his note-book hastily.",53
"'Consider your verdict,' he said to the jury, in a low, trembling voice.",72
"'There's more evidence to come yet, please your Majesty,' said the White Rabbit, jumping up in a great hurry; 'this paper has just been picked up.'",147
'What's in it?',15
said the Queen.,15
"'I haven't opened it yet,' said the White Rabbit, 'but it seems to be a letter, written by the prisoner to--to somebody.'",121
"'It must have been that,' said the King, 'unless it was written to nobody, which isn't usual, you know.'",104
'Who is it directed to?',24
said one of the jurymen.,24
"'It isn't directed at all,' said the White Rabbit; 'in fact, there's nothing written on the OUTSIDE.'",101
"He unfolded the paper as he spoke, and added 'It isn't a letter, after all: it's a set of verses.'",98
'Are they in the prisoner's handwriting?',41
asked another of the jurymen.,29
"'No, they're not,' said the White Rabbit, 'and that's the queerest thing about it.'",83
(The jury all looked puzzled.),30
"'He must have imitated somebody else's hand,' said the King.",60
(The jury all brightened up again.),35
"'Please your Majesty,' said the Knave, 'I didn't write it, and they can't prove I did: there's no name signed at the end.'",122
"'If you didn't sign it,' said the King, 'that only makes the matter worse.",74
"You MUST have meant some mischief, or else you'd have signed your name like an honest man.'",91
There was a general clapping of hands at this: it was the first really clever thing the King had said that day.,111
"'That PROVES his guilt,' said the Queen.",40
'It proves nothing of the sort!',32
said Alice.,11
"'Why, you don't even know what they're about!'",46
"'Read them,' said the King.",27
The White Rabbit put on his spectacles.,39
"'Where shall I begin, please your Majesty?'",43
he asked.,9
"'Begin at the beginning,' the King said gravely, 'and go on till you come to the end: then stop.'",97
"These were the verses the White Rabbit read:--     'They told me you had been to her,     And mentioned me to him:    She gave me a good character,     But said I could not swim.",178
"He sent them word I had not gone     (We know it to be true):    If she should push the matter on,     What would become of you?",128
"I gave her one, they gave him two,     You gave us three or more;    They all returned from him to you,     Though they were mine before.",137
"If I or she should chance to be     Involved in this affair,    He trusts to you to set them free,     Exactly as we were.",122
"My notion was that you had been     (Before she had this fit)    An obstacle that came between     Him, and ourselves, and it.",126
"Don't let him know she liked them best,     For this must ever be    A secret, kept from all the rest,     Between yourself and me.'",132
"'That's the most important piece of evidence we've heard yet,' said the King, rubbing his hands; 'so now let the jury--'  'If any one of them can explain it,' said Alice, (she had grown so large in the last few minutes that she wasn't a bit afraid of interrupting him,) 'I'll give him sixpence.",294
_I_ don't believe there's an atom of meaning in it.',52
"The jury all wrote down on their slates, 'SHE doesn't believe there's an atom of meaning in it,' but none of them attempted to explain the paper.",145
"'If there's no meaning in it,' said the King, 'that saves a world of trouble, you know, as we needn't try to find any.",118
"And yet I don't know,' he went on, spreading out the verses on his knee, and looking at them with one eye; 'I seem to see some meaning in them, after all. """,156
"--SAID I COULD NOT SWIM--"" you can't swim, can you?'",52
"he added, turning to the Knave.",31
The Knave shook his head sadly.,31
'Do I look like it?',20
he said.,8
"(Which he certainly did NOT, being made entirely of cardboard.)",63
"'All right, so far,' said the King, and he went on muttering over the verses to himself: '""WE KNOW IT TO BE TRUE--"" that's the jury, of course--""I GAVE HER ONE, THEY GAVE HIM TWO--"" why, that must be what he did with the tarts, you know--'  'But, it goes on ""THEY ALL RETURNED FROM HIM TO YOU,""' said Alice.",307
"'Why, there they are!'",22
"said the King triumphantly, pointing to the tarts on the table.",63
'Nothing can be clearer than THAT.,34
"Then again--""BEFORE SHE HAD THIS FIT--"" you never had fits, my dear, I think?'",78
he said to the Queen.,21
'Never!',8
"said the Queen furiously, throwing an inkstand at the Lizard as she spoke.",74
"(The unfortunate little Bill had left off writing on his slate with one finger, as he found it made no mark; but he now hastily began again, using the ink, that was trickling down his face, as long as it lasted.)",212
"'Then the words don't FIT you,' said the King, looking round the court with a smile.",84
There was a dead silence.,25
'It's a pun!',13
"the King added in an offended tone, and everybody laughed, 'Let the jury consider their verdict,' the King said, for about the twentieth time that day.",151
"'No, no!'",9
said the Queen.,15
'Sentence first--verdict afterwards.',37
'Stuff and nonsense!',21
said Alice loudly.,18
'The idea of having the sentence first!',40
'Hold your tongue!',19
"said the Queen, turning purple.",31
'I won't!',10
said Alice.,11
'Off with her head!',20
the Queen shouted at the top of her voice.,42
Nobody moved.,13
'Who cares for you?',20
"said Alice, (she had grown to her full size by this time.)",58
'You're nothing but a pack of cards!',37
"At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.",340
"'Wake up, Alice dear!'",22
"said her sister; 'Why, what a long sleep you've had!'",53
"'Oh, I've had such a curious dream!'",36
"said Alice, and she told her sister, as well as she could remember them, all these strange Adventures of hers that you have just been reading about; and when she had finished, her sister kissed her, and said, 'It WAS a curious dream, dear, certainly: but now run in to your tea; it's getting late.'",298
"So Alice got up and ran off, thinking while she ran, as well she might, what a wonderful dream it had been.",107
"But her sister sat still just as she left her, leaning her head on her hand, watching the setting sun, and thinking of little Alice and all her wonderful Adventures, till she too began dreaming after a fashion, and this was her dream:--  First, she dreamed of little Alice herself, and once again the tiny hands were clasped upon her knee, and the bright eager eyes were looking up into hers--she could hear the very tones of her voice, and see that queer little toss of her head to keep back the wandering hair that WOULD always get into her eyes--and still as she listened, or seemed to listen, the whole place around her became alive with the strange creatures of her little sister's dream.",693
"The long grass rustled at her feet as the White Rabbit hurried by--the frightened Mouse splashed his way through the neighbouring pool--she could hear the rattle of the teacups as the March Hare and his friends shared their never-ending meal, and the shrill voice of the Queen ordering off her unfortunate guests to execution--once more the pig-baby was sneezing on the Duchess's knee, while plates and dishes crashed around it--once more the shriek of the Gryphon, the squeaking of the Lizard's slate-pencil, and the choking of the suppressed guinea-pigs, filled the air, mixed up with the distant sobs of the miserable Mock Turtle.",633
"So she sat on, with closed eyes, and half believed herself in Wonderland, though she knew she had but to open them again, and all would change to dull reality--the grass would be only rustling in the wind, and the pool rippling to the waving of the reeds--the rattling teacups would change to tinkling sheep-bells, and the Queen's shrill cries to the voice of the shepherd boy--and the sneeze of the baby, the shriek of the Gryphon, and all the other queer noises, would change (she knew) to the confused clamour of the busy farm-yard--while the lowing of the cattle in the distance would take the place of the Mock Turtle's heavy sobs.",636
"Lastly, she pictured to herself how this same little sister of hers would, in the after-time, be herself a grown woman; and how she would keep, through all her riper years, the simple and loving heart of her childhood: and how she would gather about her other little children, and make THEIR eyes bright and eager with many a strange tale, perhaps even with the dream of Wonderland of long ago: and how she would feel with all their simple sorrows, and find a pleasure in all their simple joys, remembering her own child-life, and the happy summer days.",553
THE END,7
